input,input,input,input,input,input,input,input,input,input,input,input,input,input,output
149,183,2811847,2811861,219,43,21,26683,109,134,1358,40,2.3404,0.761,3
37,212,2829521,2829590,6426,275,134,668126,37,119,1356,40,3.8079,1,3
41,218,2840169,2840236,6503,264,135,677593,40,124,1358,40,3.8131,1,3
39,216,2854357,2854430,6450,276,143,669129,43,119,1358,40,3.8096,1,3
39,213,2875657,2875730,6282,330,175,659881,41,134,1356,40,3.7981,1,3
39,214,2886302,2886367,6182,295,138,635475,42,124,1356,40,3.7911,1,3
41,214,2896951,2897015,6509,274,139,682403,41,126,1358,40,3.8135,1,3
41,216,2943077,2943144,6882,274,131,723207,48,124,1358,40,3.8377,1,3
41,216,2957266,2957336,6653,302,155,693100,42,124,1358,40,3.823,1,3
147,172,2975077,2975090,170,28,14,20714,114,132,1356,40,2.2304,0.5378,3
41,216,2985655,2985724,7003,252,138,734568,40,127,1356,40,3.8453,1,3
39,215,3003398,3003466,6570,274,141,685255,40,119,1356,40,3.8176,1,3
41,213,4348250,4348321,6137,284,145,649137,48,125,1356,40,3.788,1,3
41,221,4358896,4358964,6294,289,160,661448,43,124,1358,40,3.7989,1,3
41,211,4373092,4373158,6318,286,159,667465,46,126,1356,40,3.8006,1,3
41,210,4383746,4383803,5499,298,138,581466,43,125,1358,40,3.7403,1,3
41,209,4401486,4401544,5533,288,155,584291,43,126,1356,40,3.743,1,3
41,212,4419228,4419287,6175,266,144,652005,46,127,1358,40,3.7906,1,3
41,210,4440514,4440576,5688,303,154,598976,43,125,1356,40,3.755,1,3
41,209,4639210,4639275,5828,296,169,618846,48,126,1358,40,3.7655,1,3
41,206,4649858,4649920,5814,262,137,617639,44,127,1358,40,3.7645,1,3
41,211,4703077,4703142,5830,289,158,614756,44,125,1356,40,3.7657,1,3
84,214,7261606,7261658,4080,188,91,435821,64,127,1358,40,3.6107,1,3
85,209,7275798,7275852,4239,150,76,456305,65,127,1358,40,3.6273,1,3
41,209,7300641,7300696,4788,257,136,516343,63,127,1360,40,3.6802,1,3
79,217,7307739,7307792,4417,176,89,477354,68,127,1358,40,3.6451,1,3
80,210,7318386,7318440,4071,177,99,439881,56,127,1360,40,3.6097,1,3
86,215,7325485,7325536,4346,163,89,473046,65,127,1360,40,3.6381,1,3
89,217,7612933,7612982,3961,175,99,431127,66,127,1360,40,3.5978,1,3
83,202,7655518,7655567,3455,157,86,373412,67,127,1360,40,3.5385,1,3
68,206,7754878,7754931,4396,179,100,474761,68,127,1358,40,3.6431,1,3
64,203,7765518,7765576,4364,185,108,479531,74,132,1360,40,3.6399,1,3
61,213,7783272,7783320,3824,157,95,417036,73,127,1362,40,3.5825,1,3
87,211,7797464,7797516,3900,203,90,425840,71,127,1360,40,3.5911,1,3
73,213,7818756,7818807,3876,185,102,419968,70,127,1358,40,3.5884,1,3
3,776,19000,19123,14386,851,424,1445817,27,124,1358,50,4.1579,1,3
2,226,29657,29792,16052,805,400,1594353,26,126,1358,50,4.2055,1,3
0,224,40322,40447,13349,740,356,1328712,29,124,1358,50,4.1255,1,3
1,250,115072,115195,15650,943,539,1732196,23,140,1378,40,4.1945,1,3
13,871,139939,140094,15208,861,501,1741571,22,143,1378,40,4.1821,1,3
203,342,55774,55824,3333,173,87,246531,35,95,1666,40,3.5228,1,3
238,354,87744,87794,3288,191,114,260660,36,103,1664,40,3.5169,1,3
233,345,98402,98450,3340,169,93,265172,35,103,1670,40,3.5238,1,3
215,340,109058,109106,3630,173,100,292575,35,108,1666,40,3.5599,1,3
230,332,119716,119826,5665,405,216,499944,36,118,1666,40,3.7532,1,3
225,346,130372,130421,3228,166,89,260241,38,103,1670,40,3.5089,1,3
250,373,3629947,3630060,6114,320,197,633741,40,134,1666,40,3.7863,1,3
243,370,3658370,3658511,7639,462,260,819375,40,135,1666,40,3.883,1,3
241,360,3711661,3711800,7080,492,293,773694,43,140,1666,40,3.85,1,3
836,878,2150529,2150756,5390,297,258,635678,9,143,1362,40,3.7316,1,3
414,438,2887460,2887476,263,29,17,30104,87,134,1358,40,2.42,0.633,3
1002,1027,155255,155262,62,31,9,7479,114,132,1360,100,1.7924,0.2998,4
1145,1152,1083340,1083344,22,7,4,2871,116,148,1358,50,1.3424,0.1384,4
570,579,1162279,1162292,86,17,13,9819,100,125,1358,50,1.9345,0.2253,4
1179,1191,1223690,1223696,42,14,7,5558,127,140,1360,50,1.6233,0.1773,4
955,960,1260440,1260444,17,6,4,2246,120,149,1360,50,1.2305,0.1322,4
581,589,1273552,1273556,18,9,5,2274,110,141,1362,50,1.2553,0.1417,4
778,782,1292292,1292296,12,4,4,1537,112,149,1360,50,1.0792,0.1292,4
977,981,1311529,1311535,12,5,6,1563,125,143,1358,50,1.0792,0.1353,4
604,608,1322072,1322076,12,4,4,1543,110,140,1358,50,1.0792,0.1292,4
1254,1259,1333074,1333079,12,5,5,1528,115,141,1358,50,1.0792,0.1361,4
799,804,1341292,1341296,12,5,4,1504,111,140,1360,50,1.0792,0.1322,4
1209,1218,1351649,1351652,14,10,4,1808,122,136,1356,50,1.1461,0.1376,4
402,408,1361745,1361748,12,6,3,1541,111,142,1358,50,1.0792,0.1307,4
752,759,1378585,1378588,15,7,3,1923,123,141,1360,50,1.1761,0.133,4
621,627,1388036,1388039,12,6,3,1539,113,141,1358,50,1.0792,0.1307,4
615,625,1398169,1398179,65,12,10,7104,89,126,1358,50,1.8129,0.2061,4
1217,1225,1413272,1413276,12,9,4,1509,112,143,1358,50,1.0792,0.1417,4
1196,1201,1423992,1423996,12,6,4,1585,128,141,1358,50,1.0792,0.1322,4
772,777,1436089,1436092,11,5,3,1398,111,135,1358,50,1.0414,0.1284,4
425,430,1444004,1444009,17,6,5,2181,122,132,1358,50,1.2305,0.1361,4
584,590,83249,83253,15,6,4,1522,90,118,1358,50,1.1761,0.1353,4
852,856,134988,134992,12,6,4,1335,99,127,1358,50,1.0792,0.1292,4
1035,1040,156370,156373,9,5,4,1063,107,126,1358,50,0.9542,0.1284,4
1182,1185,171874,171878,8,3,4,958,108,135,1362,50,0.9031,0.1262,4
804,808,192327,192330,8,4,3,950,105,127,1360,50,0.9031,0.1262,4
517,521,203197,203200,9,4,4,1059,107,132,1360,50,0.9542,0.1262,4
1229,1232,224240,224243,6,3,3,718,107,140,1358,50,0.7782,0.124,4
855,861,237729,237731,6,6,2,775,118,136,1358,50,0.7782,0.1262,4
1291,1295,249736,249740,10,4,5,1233,119,132,1358,50,1,0.1292,4
805,813,273908,273912,16,8,4,2121,114,148,1358,50,1.2041,0.1417,4
321,328,294032,294036,17,7,4,2183,121,135,1358,50,1.2305,0.1384,4
323,334,367324,367330,28,11,7,3576,120,135,1358,50,1.4472,0.1715,4
617,624,450379,450383,16,7,4,2042,114,140,1358,50,1.2041,0.1384,4
647,667,483796,483808,67,23,13,7595,92,132,1360,50,1.8261,0.3977,4
805,811,598090,598094,16,6,4,2034,110,140,1360,50,1.2041,0.1353,4
475,482,626952,626956,18,7,4,2319,112,140,1360,50,1.2553,0.1384,4
321,329,679386,679391,17,12,5,2193,121,140,1358,50,1.2305,0.1483,4
696,706,762234,762239,26,13,7,3330,120,140,1358,50,1.415,0.1569,4
1241,1248,796972,796976,18,7,5,2318,122,141,1356,50,1.2553,0.1384,4
1196,1202,818584,818589,17,7,6,2267,129,142,1358,50,1.2305,0.14,4
489,494,847972,847976,16,6,4,2020,106,141,1358,50,1.2041,0.1322,4
861,866,858604,858608,17,7,4,2214,114,142,1356,50,1.2305,0.1322,4
765,771,879259,879265,16,9,8,2069,123,140,1358,50,1.2041,0.1449,4
563,568,888672,888676,17,6,4,2157,113,141,1356,50,1.2305,0.1322,4
816,822,899659,899665,18,8,6,2384,127,141,1358,50,1.2553,0.1449,4
686,692,909972,909977,18,6,5,2280,113,140,1358,50,1.2553,0.14,4
974,980,972384,972388,18,6,4,2370,117,148,1358,50,1.2553,0.1353,4
583,589,983183,983189,17,9,7,2198,122,142,1354,50,1.2305,0.1449,4
312,319,1013642,1013647,16,9,5,1967,115,133,1356,50,1.2041,0.1441,4
297,302,1028213,1028219,16,5,6,1990,120,132,1356,50,1.2041,0.14,4
305,319,1042404,1042410,32,16,8,4131,120,143,1356,50,1.5051,0.1892,4
731,736,1069368,1069372,16,5,4,2025,109,141,1356,50,1.2041,0.1322,4
301,307,1095698,1095703,16,7,5,2001,119,134,1356,50,1.2041,0.14,4
756,762,1110856,1110861,16,6,5,2015,111,142,1358,50,1.2041,0.14,4
301,309,1156107,1156111,21,8,5,2633,120,134,1358,50,1.3222,0.1417,4
575,581,1188740,1188745,17,8,5,2127,105,143,1358,50,1.2305,0.14,4
1202,1212,1298256,1298260,22,10,4,2926,127,140,1358,50,1.3424,0.1483,4
307,319,1458128,1458136,49,19,12,6058,118,135,1358,50,1.6902,0.2018,4
689,696,1481144,1481148,16,7,4,1961,102,141,1360,50,1.2041,0.1384,4
1094,1101,1506525,1506531,17,7,7,2310,129,149,1360,50,1.2305,0.1499,4
303,311,1593115,1593120,18,9,8,2219,117,135,1360,50,1.2553,0.1483,4
486,493,1622520,1622524,16,8,4,2062,109,140,1358,50,1.2041,0.1384,4
599,604,1645544,1645548,16,5,4,2046,109,149,1360,50,1.2041,0.1322,4
1236,1242,1667032,1667036,17,6,4,2167,109,144,1360,50,1.2305,0.1353,4
1235,1241,1681980,1681985,19,7,6,2420,120,140,1358,50,1.2787,0.14,4
299,309,1692615,1692621,21,15,7,2683,120,141,1360,50,1.3222,0.1659,4
1273,1281,1709863,1709871,26,9,8,3341,120,141,1358,50,1.415,0.1696,4
1140,1148,1733269,1733276,26,13,7,3431,123,143,1360,50,1.415,0.1622,4
299,309,1738808,1738812,19,10,7,2351,116,134,1360,50,1.2787,0.1483,4
1121,1128,1789332,1789337,17,9,6,2240,115,150,1360,50,1.2305,0.1441,4
543,548,1819724,1819728,16,5,4,2028,111,143,1360,50,1.2041,0.1322,4
1213,1219,1962342,1962347,16,9,6,2076,123,141,1358,50,1.2041,0.14,4
1325,1339,30207,30238,268,29,31,25809,79,124,1353,120,2.4281,0.7065,5
1,16,55572,55629,370,48,62,39293,27,119,1353,120,2.5682,0.9755,5
1323,1333,68445,68506,330,48,61,33449,90,119,1353,120,2.5185,0.8861,5
1324,1333,75642,75681,207,25,39,21354,93,124,1353,120,2.316,0.5805,5
1324,1335,97132,97213,594,55,81,61608,93,125,1353,120,2.7738,0.9806,5
50,71,143784,143858,578,73,90,67901,100,132,1353,120,2.7619,0.9998,5
828,836,128854,128981,788,78,127,83011,86,125,1687,50,2.8965,0.9915,5
1324,1330,1543653,1543689,145,23,36,16920,108,127,1352,40,2.1614,0.3601,5
1325,1332,1564451,1564476,97,19,25,11608,111,133,1354,40,1.9868,0.2998,5
1326,1333,1581921,1581956,139,27,35,16441,110,132,1354,40,2.143,0.4057,5
1325,1332,1599135,1599173,175,30,38,21073,111,133,1354,40,2.243,0.4399,5
1327,1332,1647908,1647954,144,20,47,17271,110,132,1354,40,2.1584,0.3819,5
1330,1334,1668998,1669028,73,15,30,8549,109,127,1358,40,1.8633,0.2288,5
1329,1334,1682919,1682947,89,16,28,10584,110,134,1356,40,1.9494,0.2532,5
1327,1332,1738096,1738114,72,15,18,8542,111,132,1358,40,1.8573,0.1954,5
1328,1334,1772580,1772598,64,14,19,7486,111,126,1358,40,1.8062,0.215,5
1302,1308,2369532,2369561,115,18,29,14260,115,135,1352,40,2.0607,0.2984,5
1315,1321,2396372,2396392,58,15,20,7385,116,141,1352,40,1.7634,0.2288,5
1310,1316,2413168,2413186,60,16,19,7112,110,127,1352,40,1.7781,0.215,5
1430,1466,5851552,5851560,134,47,13,17217,114,143,1650,69,2.1271,0.4763,5
1357,1373,5877663,5877670,52,20,8,6616,116,143,1652,69,1.716,0.2195,5
1427,1455,5897947,5897955,123,29,13,15711,117,141,1652,69,2.0899,0.3725,5
1421,1448,5921344,5921348,81,28,9,10329,113,141,1650,69,1.9085,0.215,5
1417,1437,5948468,5948472,56,26,6,7143,116,140,1652,69,1.7482,0.1852,5
1373,1395,5971611,5971616,68,24,9,8685,115,143,1650,69,1.8325,0.2173,5
1444,1457,5996730,5996739,79,19,11,10188,116,140,1648,69,1.8976,0.2253,5
63,86,6245624,6245776,2028,129,157,188767,28,140,1696,69,3.3071,1,5
123,132,785268,785285,78,15,17,11382,129,157,1658,143,1.8921,0.2699,5
625,631,1934306,1934337,127,19,31,13897,99,125,1364,100,2.1038,0.3154,5
625,635,1954598,1954686,540,57,88,60109,95,127,1364,100,2.7324,0.9792,5
625,636,1970774,1970877,716,74,103,80541,97,134,1364,100,2.8549,0.9961,5
625,635,1981388,1981483,571,68,95,64701,98,135,1364,100,2.7566,0.9869,5
625,636,1997356,1997506,1082,102,150,118721,94,132,1366,100,3.0342,0.9999,5
623,639,2003323,2003457,1004,99,134,125338,109,143,1362,100,3.0017,1,5
624,635,2014210,2014317,477,82,107,53536,96,132,1364,100,2.6785,0.9971,5
620,637,2020002,2020117,695,99,117,88065,111,141,1364,100,2.842,1,5
623,632,2030688,2030738,319,31,50,36546,101,133,1364,100,2.5038,0.7281,5
621,632,2036193,2036297,585,91,105,65860,99,133,1364,100,2.7672,0.9964,5
621,632,2046094,2046183,495,67,90,56735,99,143,1364,100,2.6946,0.9891,5
623,632,2056310,2056391,492,59,83,55666,101,133,1364,100,2.692,0.9451,5
621,633,2076516,2076679,969,124,163,103558,92,141,1364,100,2.9863,1,5
621,632,2086004,2086116,733,75,112,81625,98,127,1364,100,2.8651,0.998,5
621,633,2095554,2095693,975,107,141,121633,108,140,1364,100,2.989,0.9999,5
620,631,2104786,2104879,706,56,93,77840,96,127,1364,100,2.8488,0.9919,5
619,630,2113679,2113824,926,113,146,98616,92,126,1364,100,2.9666,0.9998,5
619,630,2122174,2122284,653,90,110,71112,95,134,1366,100,2.8149,0.9977,5
617,623,2163461,2163487,104,25,26,11941,106,127,1364,100,2.017,0.2739,5
618,625,2172852,2172874,105,16,23,12094,106,125,1366,100,2.0212,0.2712,5
616,622,2182058,2182079,82,14,21,9584,109,126,1366,100,1.9138,0.2359,5
615,622,2188217,2188232,57,13,15,6560,107,127,1366,100,1.7559,0.2116,5
615,623,2197352,2197376,111,21,24,12919,106,127,1366,100,2.0453,0.3241,5
614,622,2206544,2206572,161,18,28,18877,108,134,1364,100,2.2068,0.3725,5
614,622,2215716,2215730,68,13,14,7990,109,133,1364,100,1.8325,0.2195,5
616,622,2224908,2224928,87,15,20,10196,109,127,1364,100,1.9395,0.2288,5
612,622,2237084,2237099,87,15,15,10024,106,127,1364,100,1.9395,0.266,5
38,49,735612,735624,113,11,12,12652,93,130,1707,100,2.0531,0.2432,6
1252,1348,355940,356016,1812,119,135,196003,82,132,1687,80,3.2582,1,6
1095,1102,3028545,3028556,41,8,11,4533,100,123,1467,120,1.6128,0.1822,6
193,210,612201,612252,588,18,51,62182,73,135,1353,290,2.7694,0.9774,6
1159,1170,32914,32926,106,11,12,12792,100,134,1353,185,2.0253,0.2432,6
366,392,228379,228429,612,46,52,71337,103,127,1687,200,2.7868,0.9987,6
837,850,231429,231443,155,13,14,16093,55,134,1687,200,2.1903,0.3097,6
390,402,2513153,2513182,247,14,29,26419,88,126,1387,50,2.3927,0.5757,6
1351,1360,4807459,4807479,135,12,21,13096,89,109,1387,50,2.1303,0.3068,6
1325,1336,4848223,4848269,376,13,47,37703,91,117,1387,50,2.5752,0.7955,6
1164,1173,466028,466057,202,15,29,21408,85,122,1353,70,2.3054,0.4317,6
542,564,51943,51952,132,32,20,14760,104,119,1227,40,2.1206,0.3329,6
367,374,303225,303262,198,10,37,22581,101,127,1227,40,2.2967,0.4284,6
932,943,3020344,3020360,128,12,16,13996,88,126,1687,50,2.1072,0.3012,6
516,528,1346892,1346908,143,15,16,14742,76,125,1353,70,2.1553,0.3241,6
1332,1347,70219,70241,221,19,22,24230,97,124,1687,70,2.3444,0.5461,6
480,492,1263623,1263637,114,15,14,12221,80,125,1687,70,2.0569,0.2901,6
699,740,1503538,1503546,176,44,15,18466,90,119,1353,50,2.2455,0.5428,6
431,444,1587172,1587191,176,21,19,19565,86,135,1353,50,2.2455,0.4089,6
96,132,7430,7458,513,42,29,62225,105,139,1353,50,2.7101,0.991,6
873,900,1099506,1099516,150,27,12,16873,96,129,1353,50,2.1761,0.4465,6
525,538,2922516,2922536,181,16,20,19537,78,130,1353,50,2.2577,0.43,6
83,99,690095,690120,279,21,25,30271,61,135,1366,80,2.4456,0.6574,6
99,115,203973,203987,106,25,16,12782,108,134,1362,80,2.0253,0.3725,6
383,396,133188,133203,127,19,15,13938,90,135,1688,60,2.1038,0.3285,6
936,944,597956,597966,50,10,10,5345,93,127,1692,60,1.699,0.1852,6
1010,1017,673841,673860,88,14,19,9432,95,125,1692,60,1.9445,0.2445,6
955,963,731417,731423,34,10,6,3553,91,119,1692,60,1.5315,0.1551,6
1297,1305,817238,817245,46,8,8,5226,97,133,1690,60,1.6628,0.1622,6
1116,1124,861912,861921,38,12,10,4409,104,132,1690,60,1.5798,0.1773,6
1307,1314,968156,968164,35,9,9,4108,102,132,1692,60,1.5441,0.1622,6
935,947,1035255,1035264,66,14,9,6760,84,127,1690,60,1.8195,0.215,6
565,572,1074269,1074276,39,9,7,4442,101,134,1690,60,1.5911,0.156,6
372,381,1131516,1131524,38,11,8,4304,96,125,1690,60,1.5798,0.1773,6
1609,1616,1168986,1168994,32,9,8,3094,85,110,1688,60,1.5051,0.1622,6
748,758,1199744,1199753,67,12,10,7367,87,134,1690,60,1.8261,0.1954,6
189,199,1290093,1290103,64,11,10,7736,103,145,1690,60,1.8062,0.2061,6
1559,1573,1658945,1658959,115,19,14,10923,71,118,1694,60,2.0607,0.33,6
764,779,2070108,2070121,134,20,13,13696,67,127,1692,60,2.1271,0.3285,6
1633,1642,2097069,2097080,69,12,11,6235,77,109,1692,60,1.8389,0.2051,6
133,142,2243918,2243932,101,12,14,11300,95,135,1692,60,2.0043,0.2359,6
501,531,2455610,2455644,617,53,43,65563,70,135,1688,60,2.7903,0.9917,6
973,986,2563697,2563708,93,14,11,9363,75,119,1690,60,1.9685,0.257,6
1627,1637,2637324,2637334,68,10,10,6567,83,109,1690,60,1.8325,0.2061,6
967,976,2690125,2690135,67,13,10,6947,84,119,1690,60,1.8261,0.1954,6
1126,1135,2829623,2829653,166,23,31,18674,91,132,1692,60,2.2201,0.4465,6
561,571,2993150,2993160,75,13,10,8457,93,135,1692,60,1.8751,0.2061,6
1338,1348,3023370,3023381,82,14,11,9124,93,127,1694,60,1.9138,0.2173,6
1357,1370,3378464,3378474,81,15,10,8996,91,133,1692,60,1.9085,0.2408,6
512,521,3406368,3406376,55,11,8,6241,97,133,1692,60,1.7404,0.1773,6
1606,1620,3457631,3457651,208,23,21,17619,61,109,1686,60,2.3181,0.463,6
532,544,3581245,3581267,148,25,23,16061,91,127,1686,60,2.1703,0.4366,6
1393,1402,92878,92896,126,15,18,12598,84,124,1688,60,2.1004,0.2819,6
744,757,113269,113291,162,21,23,17124,85,124,1690,60,2.2095,0.4729,6
595,607,140744,140756,100,15,12,11247,85,132,1692,60,2,0.2583,6
669,692,328431,328453,329,26,23,33217,58,127,1690,60,2.5172,0.7955,6
908,914,414919,414931,52,11,12,5249,86,118,1692,60,1.716,0.1773,6
368,380,484193,484208,138,17,16,15501,91,135,1690,60,2.1399,0.3068,6
1628,1638,589740,589752,87,15,12,8047,82,109,1692,60,1.9395,0.2288,6
213,223,625577,625588,87,16,11,9527,84,132,1692,60,1.9395,0.2173,6
117,124,800126,800138,56,10,12,6459,104,132,1690,60,1.7482,0.1892,6
64,92,902589,902622,659,50,34,61890,49,132,1688,60,2.8189,0.9844,6
129,140,970962,970972,66,14,10,7537,101,131,1684,60,1.8195,0.2173,6
104,120,1046565,1046583,184,20,18,19728,77,133,1688,60,2.2648,0.4763,6
52,88,1082492,1082521,662,55,33,61753,44,126,1690,60,2.8209,0.9929,6
1051,1066,1250608,1250629,184,23,21,20124,82,127,1690,60,2.2648,0.5212,6
539,547,1294968,1294979,70,9,11,7964,94,133,1688,60,1.8451,0.1934,6
947,960,1388292,1388304,107,15,12,10416,65,119,1690,60,2.0294,0.2739,6
541,556,1540628,1540636,84,17,8,9571,99,133,1690,60,1.9243,0.2288,6
118,128,1566617,1566638,126,22,21,13355,90,119,1690,60,2.1004,0.3509,6
1063,1071,1593977,1593992,90,12,15,10036,93,135,1692,60,1.9542,0.2288,6
1084,1096,1635847,1635864,144,16,17,15517,84,134,1694,60,2.1584,0.3419,6
1531,1539,1757997,1758011,67,13,15,6652,86,111,1688,60,1.8261,0.2195,6
24,33,2089982,2089996,94,13,14,8943,78,109,1690,60,1.9731,0.2359,6
155,168,2274364,2274383,163,18,19,18196,93,133,1688,60,2.2122,0.4089,6
1005,1030,2315017,2315030,204,30,17,22388,95,124,1690,60,2.3096,0.5378,6
30,38,2488268,2488282,78,10,14,7387,79,110,1692,60,1.8921,0.2195,6
881,891,2921961,2921970,62,11,9,6294,80,118,1688,60,1.7924,0.1954,6
280,292,2946689,2946700,110,15,11,11881,83,133,1690,60,2.0414,0.2432,6
1250,1262,3294606,3294616,65,14,10,7394,103,127,1690,60,1.8129,0.2288,6
1317,1326,3426581,3426590,58,11,9,6412,97,124,1692,60,1.7634,0.1862,6
438,447,3579130,3579140,68,11,10,7579,94,132,1688,60,1.8325,0.1954,6
1643,1681,951875,951917,822,88,63,70737,71,101,1692,70,2.9149,0.9998,6
1680,1689,990614,990624,68,10,10,3507,21,82,1692,70,1.8325,0.1954,6
1674,1684,1161637,1161649,59,14,12,4717,72,93,1692,70,1.7708,0.2288,6
1678,1687,1465348,1465360,71,11,12,3944,22,86,1690,70,1.8513,0.215,6
1641,1665,2961860,2961953,1130,102,101,99671,77,103,1692,70,3.0531,1,6
1633,1656,2987424,2987515,1125,83,92,100842,76,111,1692,70,3.0512,1,6
1638,1647,3009085,3009096,66,16,11,6385,88,109,1692,70,1.8195,0.2051,6
677,686,3379334,3379344,69,12,10,7774,95,132,1682,70,1.8389,0.1954,6
1575,1590,3403338,3403364,255,25,26,23784,77,109,1684,70,2.4065,0.6422,6
723,734,3857540,3857548,78,13,8,8757,87,132,1688,70,1.8921,0.1934,6
759,768,3896732,3896740,54,10,8,6028,90,127,1690,70,1.7324,0.1773,6
188,198,3942253,3942263,74,11,10,8375,95,134,1688,70,1.8692,0.2061,6
339,355,3962284,3962304,250,20,20,25833,77,124,1692,70,2.3979,0.5296,6
143,151,3986260,3986268,51,10,8,5716,102,125,1694,70,1.7076,0.1696,6
868,879,4048592,4048602,86,11,10,8851,90,117,1688,70,1.9345,0.2173,6
396,404,99636,99644,55,10,8,6860,111,142,1690,70,1.7404,0.1696,6
508,518,257756,257770,110,13,14,12127,92,132,1686,70,2.0414,0.2532,6
1134,1156,728281,728304,375,32,23,34485,48,132,1364,70,2.574,0.7955,6
251,260,961360,961371,67,11,11,7550,99,125,1364,70,1.8261,0.2051,6
682,693,1620649,1620667,126,15,18,14330,104,133,1354,40,2.1004,0.3329,6
19,24,1709640,1709661,76,13,21,9498,118,135,1358,40,1.8808,0.2116,6
1084,1167,1803992,1804016,880,109,61,103662,101,134,1358,40,2.9445,1,6
920,928,1862719,1862728,52,9,9,5816,101,126,1358,40,1.716,0.1773,6
21,27,1988956,1988984,112,21,28,13196,110,132,1356,40,2.0492,0.2901,6
57,64,2014358,2014368,59,11,10,7052,107,134,1356,40,1.7708,0.1753,6
205,214,2039121,2039135,84,14,14,9767,105,132,1356,40,1.9243,0.2359,6
1327,1332,2062989,2063003,55,11,14,6074,102,124,1354,40,1.7404,0.1753,6
482,490,2102085,2102099,68,14,14,7747,105,127,1354,40,1.8325,0.2195,6
1317,1324,2166062,2166078,78,12,16,9381,110,132,1352,40,1.8921,0.2195,6
17,23,2433462,2433491,122,16,29,14032,107,127,1352,40,2.0864,0.2984,6
828,837,2451285,2451296,67,13,11,8107,112,134,1350,40,1.8261,0.2051,6
724,733,3320084,3320092,56,14,8,5857,87,124,1380,40,1.7482,0.1773,6
593,603,3384541,3384556,101,15,15,11431,99,125,1376,40,2.0043,0.266,6
1049,1058,3577116,3577127,67,12,11,7881,106,132,1376,40,1.8261,0.2051,6
1312,1322,4118358,4118372,77,15,14,8558,104,119,1350,40,1.8865,0.2532,6
459,470,4165780,4165792,89,14,12,10504,108,127,1352,40,1.9494,0.2432,6
487,497,4186980,4186988,52,20,8,6999,130,141,1352,40,1.716,0.1852,6
204,226,921087,921104,105,37,20,13505,100,148,1368,69,2.0212,0.6173,6
576,586,1581945,1581952,54,12,7,7555,123,159,1652,69,1.7324,0.1753,6
1582,1592,1612840,1612870,193,25,30,18218,78,111,1654,69,2.2856,0.4963,6
967,982,1659737,1659760,223,24,23,21349,63,124,1652,69,2.3483,0.5708,6
1287,1296,1695433,1695447,86,16,14,9848,100,133,1652,69,1.9345,0.2359,6
1285,1293,1715283,1715307,110,20,24,12413,100,127,1650,69,2.0414,0.3241,6
57,67,4121201,4121214,81,16,13,9137,98,127,1646,69,1.9085,0.2408,6
715,732,5260241,5260250,116,18,10,12530,88,134,1650,69,2.0645,0.2699,6
1358,1376,5492080,5492091,110,34,16,14087,113,140,1650,69,2.0414,0.3329,6
203,222,5521699,5521708,89,32,14,11922,123,150,1650,69,1.9494,0.2942,6
1345,1358,5550892,5550899,51,14,11,6525,120,141,1650,69,1.7076,0.1965,6
146,169,5714647,5714652,76,24,7,10286,120,151,1650,69,1.8808,0.223,6
305,313,836762,836771,51,10,9,5779,92,134,1690,150,1.7076,0.1773,6
1041,1056,1276792,1276817,252,20,25,28061,92,135,1652,100,2.4014,0.6189,6
1261,1273,1592233,1592247,102,24,15,13464,118,149,1650,100,2.0086,0.2901,6
206,239,1785718,1785787,979,126,108,118187,106,141,1660,100,2.9908,1,6
814,823,119924,119932,52,10,8,4695,74,103,1662,100,1.716,0.1773,6
673,695,890920,890940,290,28,22,26213,43,124,1710,100,2.4624,0.7147,6
1161,1170,2173332,2173340,56,10,9,5966,90,124,1710,100,1.7482,0.1773,6
912,927,3597508,3597517,56,19,11,7390,120,143,1658,100,1.7482,0.2469,6
1145,1154,595201,595245,226,23,44,24834,93,126,1358,100,2.3541,0.6514,6
1307,1325,971525,971551,187,32,28,20916,101,126,1358,100,2.2718,0.7512,6
557,567,1130873,1130901,171,23,28,17836,92,124,1360,100,2.233,0.463,6
1245,1263,1349778,1349811,383,37,33,41476,97,125,1360,100,2.5832,0.8749,6
1272,1285,1954485,1954498,120,17,13,12847,83,132,1360,100,2.0792,0.2914,6
657,678,2134924,2134950,425,28,26,37025,48,124,1356,100,2.6284,0.8355,6
1175,1187,2488529,2488541,111,14,12,11868,93,124,1352,100,2.0453,0.2583,6
1307,1316,2633467,2633484,96,21,18,11447,108,134,1362,100,1.9823,0.2699,6
919,931,3178549,3178563,133,14,14,14163,84,126,1358,100,2.1239,0.2901,6
320,329,9754896,9754906,63,12,10,6884,89,126,1356,100,1.7993,0.1954,6
661,669,2183073,2183084,69,11,11,6811,78,116,1362,120,1.8389,0.1934,6
553,567,745890,745905,165,16,15,16601,70,124,1632,100,2.2175,0.3509,6
1467,1482,1144047,1144070,245,20,23,23122,56,118,1656,80,2.3892,0.5708,6
929,939,1248676,1248687,88,13,11,9120,88,118,1656,80,1.9445,0.2173,6
165,176,1293999,1294012,106,11,13,11973,96,128,1654,80,2.0253,0.257,6
267,280,1786108,1786124,154,19,16,17564,93,132,1656,80,2.1875,0.3479,6
1605,1613,2158132,2158152,88,21,20,7182,67,94,1656,80,1.9445,0.2792,6
1588,1602,2338856,2338875,169,20,19,14689,64,103,1654,80,2.2279,0.4399,6
957,966,2591828,2591841,80,12,13,8091,91,112,1648,80,1.9031,0.2253,6
